processed_tweet,final_class,tweetid
someone should go to the trump rally today without a mask and just keep coughing.  and when someone gives them a lo… ,0,10258
 yes ;-; and i don't like myself when i'm doing this; reviewing and correcting other people work give me terrible headache <U+0001F635>,0,10259
African Swine Fever Continues To Spread; North America Remains Virus-Free ,0,10260
Effective immediately; City-owned playgrounds; dog parks; skateboard parks; picnic sites & basketball/tennis/pickleball c…,0,10261
  Chills,0,10262
 OMG I have chills reading about all you bad ass midlifers! I’m in Uni too at age 43. Solidarity!,0,10263
 Ehehe I haven’t even begun to invest in ultra or master league. Waaaay too much dust for my broke ass.,0,10264
_Forever_ I have difficulty breathing <U+0001F602><U+0001F602><U+0001F525><U+0001F525> CheDioCiAiuti6  CanYamanCheDioCiAiuti,0,10265
I got chills ,0,10266
The cardinal (well; in Canada) institutions are crumbling and a whole bunch of people (cough*males*cough) are havin… ,0,10267
The cardinal (well; in Canada) institutions are crumbling and a whole bunch of people (cough*males*cough) are having their…,0,10268
 *cough* Woodrow Wilson *cough*,0,10269
Cameron Chell's (CEO of Draganfly) interview with ABC News on Coronavirus News: Pandemic drones to monitor fever; c… ,0,10270
 That’s a headache in a fucking can <U+0001F629>,0,10271
  The emotions I felt during this vid really can’t be put into words! alittlebitofeverything,0,10272
  The emotions I felt during this vid really can’t be put into words! alittlebitofeverything,0,10273
" Vitamin C also but oldies can cause a bit of diarrhea fresh fruit is better, however will they afford it on $6 a day ? the lousy Lamborghini driving hunts",0,10274
 It's the fever  <U+0001F624>,0,10275
Bruh. If someone coughed on me I'd beat there ass to a pulp ,0,10276
Why does baby fever have to exist. It's a rhetorical question also.,0,10277
 I got mine on Sunday; and had a good fever; aches; etc for about a day; but now am perfectly fine.… ,0,10278
"Let’s say you are potentially exposed to COVID-19, have no symptoms (cough, fever, difficulty breathing), get tested and it comes back “positive”. What are the next steps?  ",0,10279
  Mary is so great it makes me nauseous.,0,10280
TheMerryWriter 23 “How do you feel about public speaking?”  Nauseous! <U+0001F603>  amwriting  … ,0,10281
 I did that on Wednesday because I needed  cough relief enough to be able to go into a store so that I could pick up cat litter,0,10282
 just treat your bdy to lots of fluids and lots of rest. take tylenol for fever. lots of herbal teas,0,10283
Isn't one always self monitoring for symptoms? I imagine even a small cough or tickle in your throat would lead to… ,0,10284
Good morning everyone. <U+0001F970> I'm a lot better then last morning. Besides a headache. But this level of headaches is pretty normal for me.,0,10285
_thoughts Thank you <U+0001F60A> I deal with this level of headaches on a almost daily basis in recent years some I'm kinda use to it. <U+0001F643>,0,10286
2am and i’m up convincing myself i have a fever and a tickle in my throat,0,10287
 Scream while coughing how the side girl gave you both covid,0,10288
oh my gosh !i would throw up ,0,10289
 *cough*snitch*cough*,0,10290
   _Projects    <U+0001F90D><U+0001F90D> STUCKWITHU … ,0,10291
I gotta stay away from kids. Baby fever is real<U+0001F974>,0,10292
I gotta stay away from kids. Baby fever is real<U+0001F974>,0,10293
"Read as much of that free copy of  stopping just short of vomiting. Far right propaganda bullshit, and very poorly written.  should not be delivering it, and the two employees who were suspended for refusing to should be immediately re-instated.",0,10294
 Got some nerd-chills watching that clip for sure.,0,10295
Much of Western Canada remains in a deep freeze today. Saskatoon feels like -52 with the wind right now. We're back to norm…,0,10296
<U+2757> WEDNESDAY - MAINLINE LATE EVENING ALTERATIONS <U+0001F449>   ,0,10297
So it's obviously been pretty cold out these last couple of days. What have you been doing to help beat the cabin fever? - NC,0,10298
 I have yet to see Bennett lose a fight tbh,0,10299
"“(I’ve had a) severe headache, and complete exhaustion. I can’t even explain it. It is literally like I have been hit by a truck.”

One Saskatoon woman wants everyone to understand just how serious the disease is, and is urging everyone to stay home. yxe 
",1,10300
Kids are OUT of the house. Currently no fevers. I am opening all the windows &amp; disinfecting everything while on a series of conference calls. WorkingMom Multitasking,0,10301
_DAmico Fatigue could have been a factor. We will see how they do today.,0,10302
  Watched it this morning. We are recording our episode on it tomorrow night for FanchiseFatigue.,0,10303
Construction on Eighth Street is causing more headaches for businesses already hit hard by the COVID-19 pandemic. ,0,10304
'As  has reported...there have been 18 resolutions condemning Israel. That compares to 7 for all other nations on…,0,10305
Who remembers this? I still get chills.  <U+0001F399><U+FE0F>  ,0,10306
 Vick’s vapour rub is my go to...I even rub it on bottom of my feet and wear loose fitting socks.. I find it helps with coughing,0,10307
 Honestly; a lot. As someone who has been watching the news for a bit; save yourself the headache and stay safe,0,10308
"Wow, look at the diversity of that crowd. Fatigue wearing, bandana wearing, confederate flag waving POS. I’ve seen it all now, Berlin Wall collapse 2 the collapse of the USA democratic process. USA is not the greatest country in the world. Not today or anytime soon. ArrestTrump ",0,10309
Why in the world does Asthma have to be so ANNOYING!!! bad coughing; plugged and runny nose; watery eyes; everythin… ,0,10310
Don’t even think about whispering in someone’s ear while they hunt Moose in Alaska! That’s super illegal!,0,10311
_taylor Not  ..... I'd    Sooner   Have  Diarrhea   then LOOK or  Listen  to Him  !!! Can't  Answer  Simple  Questions  ..,0,10312
The +/- 's for a really good bench unit are vomit inducing bad,0,10313
And back at it again with the headache <U+0001F915>,0,10314
Now that we have an official start date; let's get this countdown started! ,0,10315
Nothing snaps you out of the holiday break more than cold temps and frigid windchills. skwx ,0,10316
 Any meal where I don't have nausea is a good meal. :),0,10317
Release tension & relieve muscle fatigue anytime during the workday using these self-massage & acupressure techniqu… ,0,10318
Saskatoon police believe a missing man may be travelling to Whitehorse; Yukon  yxe,0,10319
My man. ,0,10320
I’m treating July 24th like I did July 1st. <U+0001F973><U+0001F1E8><U+0001F1E6><U+0001F3C6> ,0,10321
_ here for you and every other fatigued journalist under the age of 30 in this country,0,10322
Fatigue and Fear Plaguing Health Care Staff as ICUs Overflow. CityMJ ,0,10323
Blue juice. Tastes like cough syrup.  And our fire is getting rained on ,0,10324
 Chills.,0,10325
Instead  of stocking toilet paper; why aren't they buying cough syrup and decongestants; things that might actually… ,0,10326
My immunocompromised state chills my immune system (3!suppressants) so I can do things like walk; cook; work as a… ,0,10327
     Choke on your vomit,0,10328
 It’s the Kulak situation repeating itself in front of our eyes.,0,10329
We stayed “afloat” for September!!<U+0001F44F><U+0001F3FD><U+0001F44F><U+0001F3FD> beststaffever ,0,10330
 _croteau Cough. Quebec I'm looking at you.,0,10331
Chale; my body aches! ,0,10332
 _elAvocado I know how you feel...I have interstitial lung disease...I cough a lot...but I'm not contagious... it's a bit disheartening but I understand I guess <U+0001F612>,1,10333
_elAvocado It certainly catches my attention more than it did before...but...I have a lung disease; so I cough often…,0,10334
_mary _elAvocado I get that it freaks ppl out...but not everyone who coughs is 'sick' <U+0001F61E>,0,10335
RT _grech: Disagree that VAR / technology is a problem.  It is the people using them / how they are used.  Adoption and interpretation…,0,10336
Have you heard of “Zoom Fatigue”? Me neither. But in a world of lockdown –where  time spent on video calls has rapi… ,0,10337
I think I might have hay fever and not a cold. Makes sense with the sudden melt we had and all the snow mold out th… ,0,10338
Disruption caused by engineering work between TottenhamHale and Stratford has now ended.,0,10339
 This doesn't even make sense. Do you have a fever?,0,10340
 I made it through barely 30 seconds of this before I wanted to vomit in my mouth.,0,10341
10 Small But Effective Ways to Combat Digital Fatigue - In-the-moment tips to help you connect and collaborate with… ,0,10342
  Cough cough. <U+0001F602>,0,10343
       … ,0,10344
" Who is your husband? I saw you post about coughing on white people, when the pandemic first started, and found you very funny. I actually have no idea who you are. lol",0,10345
So I will continue to eat very spicy foods and when I can't smell my emissions.. canaryinafartmine ,0,10346
I had this bad headache for 2; 3 days and doesn't go away. Got a bit worried and tested myself again. Glad I'm stil… ,0,10347
This is an interesting article! Has anyone else experienced zoom fatigue? ,0,10348
Time to get her into spring training fever! Gotta start'em early! GoBlueJays SpringTraining2020… ,0,10349
 It might slow the virus down but it won't slow the people down.  Spring fever,0,10350
RT _ace: Yay! Not pregnant for the 354th straight month <U+0001F602> ,0,10351
This cold can go away now. All I wanted was some rest but instead I went from coughing or not being able to breathe well all night ;-; Why,1,10352
_Dyck The song and photograph have me chills. Love it!,0,10353
 I basically just want to vomit when our Canadian media fawns over them.<U+0001F922>,0,10354
Pfeffeversary  Land Titles Building (Saskatoon) ,0,10355
Hmmm; I think ZOOM fatigue is a thing that deserves a bit more research.  Ask  during our evening class aft… ,0,10356
I worry pandemic fatigue (which is real) is going to change people so much that it will continue to be an excuse fo… ,0,10357
*Cough cough* hope this one stings  ,0,10358
I have fever is all <U+0001F642>,0,10359
  I don't find that hilarious at all. Poor girl's body is trying to make herself throw up.… ,0,10360
I've seen half of a roster on a hockey team get strep throat.  I've seen teams where multiple players have had diarrhea.  We…,0,10361
Fever is the word you chose to use? <U+0001F926><U+0001F3FC><U+200D><U+2640><U+FE0F><U+0001F926><U+0001F3FC><U+200D><U+2640><U+FE0F><U+0001F926><U+0001F3FC><U+200D><U+2640><U+FE0F> Fire your comms person covid19Canada Saskatchewan ,0,10362
"I coughed a little in line for coffee today and the lady in front of me shit her pants and jumped three feet away from me.

“Sorry, not coronavirus - my throat is dry, hence me being in line for coffee.”

Her face of abject terror said she didn’t believe me.",0,10363
i put so much pickle juice & hot sauce that you can't taste the vodka & im calling this a success,0,10364
Beam me up; Scotty ,0,10365
Watching GreenEggsAndHam on Netflix. It's actually not to bad. I recomend it. ChillShow cartoons,0,10366
Got a massive headache rn :( ,1,10367
While SaskPower's books are in the black; sales are dropping. Officials say the COVID-19 pandemic is having an impact;…,0,10368
A Regina landlord is welcoming the reinstatement of the residential eviction process for non-payment of rent come August.…,0,10369
 Same. It's Tim and Gemma's song and makes me want to vomit every time it's on. They have prints wit… ,0,10370
Cough syrup sin ninguna duda ,0,10371
 They have also tested people multiple times as well so that number is probably lower than 1.5%.,0,10372
I’m on day THREE of this headache. I don’t deserve this,1,10373
 jungle fever,0,10374
"It’s too bad that hockey is vital kids (*cough* adults *cough*) in order to survive in Saskatchewan, because otherwise we could stop it for a month or two and help limit the spread of a deadly disease. COVID19SK",0,10375
CBC is making our 24-hour news channels more widely available.  As of today; CBC News Network will be available to all…,0,10376
 But If Otoole coughs once he's classed as a super spreader.,0,10377
Where’s the money Catherine? ,0,10378
 To steal one of my favourite responses from “Cards Against Humanity”; it’s like they’re “coughing into… ,0,10379
The worst part of having you heart ripped out is the nausea and lack of appetite,0,10380
"So headaches in the back of the head in the morning....every fucking morning.

I’ve woken up to this for a month now. Anybody have this issue, knew what caused it and how did you remedy this issue?

I’m going nuts with all the issues I’m having <U+0001F614>",0,10381
  It would have to be a very forceful cough or a very open vagina.,0,10382
 Just throw up some 4812’s. <U+0001F44C> haha,0,10383
  I agree. Especially with something both vague and all-encompassing like fatigue it’s so important to be self-compassionate as opposed to fighting all the time.,0,10384
As promised!  This weeks giveaway is a talon knife doppler!  In order to join you need to:  Follow us on twitter Retweet B…,0,10385
Cluster headache. It's bad enough my tummy feels upset.,0,10386
 Gotchu,0,10387
A bad headache can throw off your entire day.    — via _ca,0,10388
  That kind of gives me chills thinking about it; because then all of the cuts were coming.,0,10389
 it felt like a fever dream,0,10390
I had a mild headache and felt weirdly sweaty but without a fever overnight so the vaccine is doing something. I’m… ,0,10391
Loved this; gave me chills to watch it!  WTG   Nike's New Ad Is an Editing Marvel; and Maybe the Best Covid Spot Yet h…,0,10392
Loved this; gave me chills to watch it!  WTG   Nike's New Ad Is an Editing Marvel; and Maybe the Best Covid Sp… ,0,10393
You know if all I have to go through is some body aches and chills for a day because of the vaccine idc I’d take that shit again.,0,10394
_Paz    Was 2 rows up behind the Rush net. Still get chills watching this.,0,10395
   Her Braun fatigues<U+0001F633><U+0001F602><U+0001F602>,0,10396
      The beavs are the best.,0,10397
Yes! 10+ months in we are all Zoom fatigued ! But thank you for sharing how we can continue to use vi… ,0,10398
My nails look like I've been smoking my whole life. But I dyed my friends hair black and it dyed my fingernails. Th… ,0,10399
  You been into grampa's cough medicine <U+0001F602>,0,10400
 That’s fuelling my Covid fatigue. Ever single Covid decision or result or release is crap on. It’s… ,0,10401
HOW DO Y’ALL GET UP SO EARLY GOING TO BED DO LATE? yhkofkkj I woke up around 10am and have a huge headache lol,0,10402
    There is this thing called brains that tell you not to be stupid… ,0,10403
    Have you ever driven a truck? 104;000 lbs can't stop that fast.,0,10404
 Sounds like a Maga fever dream!,0,10405
 I have never seen a bigger case of constipation of the brain and diarrhea of the mouth than Trump,0,10406
between the armless drunk driver who posts nudes for sympathy and the weed brownies vomit girl; i think it’s time for me to delete twitter,0,10407
Brighten up your timeline <U+0001F602>,0,10408
East ends of churches; what is stopping you from looking like this? ,0,10409
 It makes some of the most uniquely coloured /patterned woodwork. Definitely worth the headache in my opinion. I'm not a woodworker - but I enjoy the pieces that come from it,0,10410
 I was fine post until day 4/5/6 then the fatigue hit hard... some couch naps did the trick.,0,10411
 I had mine on Tuesday and felt tired the next day then a low grade fever and chills that night. Next day I felt fine.,0,10412
Need an afternoon pick-me-up? Ginseng tea is always a natural energy kick with no headache! ,0,10413
" My fatigue &amp; mild fever hit almost exactly 48hrs after my Pfizer shot, and then lasted 1.5 days. That sucked. But, still leagues better than getting the real covid <U+0001F937><U+200D><U+2640><U+FE0F>",0,10414
'Everybody's coughing': Saskatoon inmates say 4 who tested positive for COVID-19 were left in crowded unit ,0,10415
'Everybody's coughing': Saskatoon inmates say 4 who tested positive for COVID-19 were left in crowded unit ,0,10416
This is disgusting in so many countless ways that I’m developing a headache just thinking about it.  Giving people… ,0,10417
Premier Moe warns against 'pandemic fatigue;' says increase in cases won't affect reopening plan… ,0,10418
 Dr. Johnny Fever ,0,10419
Premier Moe warns against 'pandemic fatigue;' says increase in cases won't affect reopening plan… ,0,10420
 ON I got headache of this art <U+0001F614>,0,10421
WATCH: Health Canada approved the marketing of the drug called Trikafta across the country on Friday. Medical experts fee…,0,10422
Her:  I have a headache  Me:  Good.  I didn't want to fuck you anyways.,0,10423
i want to throw up i hate this landlord,0,10424
A cheating boyfriend or a stingy one ?,0,10425
Chills. Vanessa putting the jacket on her <U+0001F974><U+0001F62D> ,0,10426
WATCH: Farmers thankful Lake Diefenbaker irrigation project underway - via . READ MORE: ,0,10427
The pit in my stomach could genuinely make me throw up at any moment of every day.,0,10428
Fuck all you no good Fucken Oiler racist cunts from Blaming Bear. It was Fucken McDavid who coughed it up!,0,10429
Chills. ,0,10430
literal chills every time,0,10431
 working on a project that I had neglected for a couple weeks,0,10432
thank you  for sharing your safe place w me. i've found a safe place of my own through yours. my other half…,0,10433
  Hope you enjoy the discussion!,0,10434
"I still have symptoms but apparently the doctor observed that my cough wasn’t from the chest as my lungs were ok.
She checked my ears &amp; throat with an Otoscope &amp; said my sinus was draining &amp; that I had some kind of facial Edema, so at least we can find the issue to treat.",0,10435
hole fuk; now that i think of it; i might actually have covid 19; i got a dry cough rn which is a early symptom; fuk man thi not good,1,10436
  Foggy; nauseous memories <U+0001F602>,0,10437
 I still come here everyday; but as you said; it seems we're only here to disagree on anything and d… ,0,10438
 Yes I had to bring my yellow fever vaccination card with me when I went volunteering in Senegal too. As a… ,0,10439
_ahlers Not happening unless you cough up serious picks. Im convinced he'll retire before he gets traded but <U+0001F937><U+200D><U+2642><U+FE0F>,0,10440
 I feel you. Mine has me curled up with nausea plus upper back spasms yesterday. So. Much. Barometric. Shift.,0,10441
 _nz  Mine aren’t usually too bad but the one I had yesterday had me all messed up and nauseous.,0,10442
 When your goal scorers don't score and your defense coughs it up ; what can you expect ! So disappointing ;…,0,10443
 That anthem...I got chills.,0,10444
 _LJR  Of coarse he did ; he coughed it up at the blue line .,0,10445
RT _franks: I have been feverishly watching Michigan and it just flipped to biden with a difference of 3;000 votes. This is what we…,0,10446
 That's just glorified vomit <U+0001F612>,0,10447
_vomit in my case i can think of a few people who def protolyze that i'm a witch LMFAO,0,10448
 Oh God that would make it worse! I'll just take them with juice to make sure i can't taste it!,0,10449
   _2 _33 Anyone that thinks Tkachuk is this teams problem is an absol… ,0,10450
 The headache remedy peppermint roll on; is a godsend.,0,10451
 i would but the headache i have is killing me; down bad,0,10452
Sask. Party candidate apologizes for participating in 'wheel of fun' game at Craven  skpoli sk yqr…,0,10453
 Omg yes I’ve been having headaches and sore throat but no fever or coughing but I’m so scared lol,1,10454
_Malzy Oh noooooo. Fever town?,0,10455
 Evil! Who would say no to feeding hungry children?!,0,10456
In bed; toque; jacket; jammies; blanket.... this fever can scram any time.,1,10457
if i cough one more time im going to lose my mind,1,10458
 St. Elmo's Fire.  The opening chord of John Parr's song still runs chills down my spine . . . and it's been 35 years.,0,10459
Lucky says he has to go; but Mox says before he leaves to notice how he’s not coughing anymore. He gives Lucky the… ,0,10460
  Yes new studies showing similarities with ME/CFS and other Post Viral Fatigue illnesses Much will still be learnt as we deal with ongoing symptoms of what is referred to as Long Covid Haulers,0,10461
  pull yer head out....it can't smell good in there,0,10462
 Burning diarrhea > Burning police stations > pubes on a public toilet > stepping in dogshit > pineapple on pizza > ,0,10463
_Fever   I understand.,0,10464
_Fever Yes!!! Those three need screen time together.,0,10465
_Fever I need Trey and Cordell to have on screen time together. Trey telling Cordell stories about Mickie.,0,10466
 This is...holy fuck. I can't fucking wait. This gave me chills.,0,10467
Saskatoon's top doc says 'COVID fatigue' not an excuse to ignore rules as she sees families suffer and patients die ,0,10468
 I had AZ and got a low grade fever that night. Second dose Pfizer last Friday with no effects at all.,0,10469
 Headache medication.,0,10470
It’s funny to think that my dad trained astronauts in ’s vomit comet. <U+0001F680> TakeMeUp <U+2708><U+FE0F><U+0001F4C9><U+0001F92E> zerogravity pilot <U+0001F31D>… ,0,10471
 postnasaldrip I hope. Same happens to me every morning; or when I step outside into the cold and cough from my asthma.,0,10472
Why am I coughing?,1,10473
  Patronizing; yeah. (Pardon the z; I’m Canadian) She seems more fearful of the trans women… ,0,10474
17:30 Colchester Town to London Liverpool Street will be terminated at Colchester.  It will no longer call at Marks Tey;…,0,10475
18:10 London Liverpool Street to Norwich (19.23 Ipswich) will be cancelled.  This is due to a points failure. EC,0,10476
Stuffy nose? Headaches? Itchy eyes? Spring allergy season is here; so we’re chatting with pharmacist Kelly Sizlyk o… ,0,10477
What a fun interview with  from ! We chatted about techfatigue (including the dreaded zoom…,0,10478
Good morning! I'm on  this morning talking about 'avoiding tech fatigue'. I even did my hair for the int…,0,10479
What a fun interview with  from ! We chatted about techfatigue (including the dreaded… ,0,10480
Why is the food so tasteless in nyc? Why are all the stairs so hard to climb in nyc? Why can't I stop coughing in nyc? Why are they rushing me to the hospital in nyc? People are so irrational here. ,0,10481
One of the worst things about working from home is hearing your cat vomit a juicy glob of wetness *somewhere* in yo… ,0,10482
 Similar to when a patient pulled down his mask n coughed over my face and readjusted his mask.. <U+0001F602> that was less than 5 seconds!!! <U+0001F602>,0,10483
 Donkey Kong's tongue. 6 spikes. Can throw up bananas. Horrible recovery but good combo potential.… ,0,10484
 If my cat drinks cream he gets diarrhea,0,10485
the MLS is back with TBD less team(s) and games at 9am! catch the fever!,0,10486
"Been trying to relax all day but my body isn’t used to sitting at home doing nothing so headaches keep arising and forcing me out out of the house for some reason or another to get some fresh air to ease the pain.

At least bedtime is only a couple hours away. <U+0001F62A>",0,10487
The memoir; titled 'Crossroads'; features an image on its cover of Dahlgren standing at the intersection where a semi-truck…,0,10488
 im sorry bun; nausea is awful i know,0,10489
Poor baby had “Covid fatigue.” Well; I have “Willfully Ignorant; Combative People fatigue.” Four months in jail was… ,0,10490
 Ugh I’ve been having to do it twice a day with my medication and I’m over it <U+0001F92E><U+0001F92E><U+0001F92E><U+0001F92E> I just wanna throw up,0,10491
 As usual your opinion is not very respected! Your biases and bigotry are so obvious it’s nauseating!,0,10492
 More word vomit.,0,10493
 Awesome that UVic is close to nature.  But forgive those of us in minus-thirty windchills if we can'… ,0,10494
Tavaii gives me a headache,0,10495
_95 Tylenol can harm your liver and kidneys if alcohol is present.  Advil good for headaches also.,0,10496
Tavaii gives me a headache,0,10497
    Yeah I've needed my yellow fever vax card to travel as well; so it's both not new and current.,0,10498
 I was able to fall back asleep; restless as it was; but yikes do I have one nasty headache now,0,10499
Thanking  and  for the second hand smokers cough while trying to enjoy my extended tim… ,0,10500
 I like that answer better. It was basically Rub A535 for muscle aches.,0,10501
Morning friends! I woke up with a headache and it's finally going away <U+0001F601>  Stream will be up shortly!,0,10502
Here are some tips to make working from home enjoyable again; how to avoid getting a headache while staring at a co… ,0,10503
" Damn. My cousin is having the same problems. She apparently lost her sense of smell and her hearing is poor. Can also be permanent.

Hope you get through this unscathed. The Rona is no joke.",1,10504
[CW: nausea; vomiting] I woke up at 4 am horribly nauseated and did some dry heaving. I sucked on a piece of ginger… ,0,10505
My dogs doing a play about trolls on Twitter. At the end; Vinnie concludes with a cough because he’s been blocked.… ,0,10506
I coughed as I was sitting down and I think I just pulled the muscles in my hip. ,0,10507
 _Fever I haven't watched it because it doesn't seem like my kind of thing. I plan on just enjoyin… ,0,10508
TBH Nigerian news gives me a headache ,0,10509
We can choose to take responsibility for all these precious human lives. Or we can choose to throw up our hands and hope for the best. (5),0,10510
 My husband had to kick a kid out last week. Clearly feverish; recently travelled. At the most crowded high…,0,10511
 My husband had to kick a kid out last week. Clearly feverish; recently travelled. At the most crowded high school in town.,1,10512
 why high risk covid like ok i’ll make sure not to cough on your twitter account,0,10513
god damn this cough.  it's mostly under control but it's NOT going away.,1,10514
 'The lads aren’t sure whether Dolores got to see Derry Girls; the first episode of which went out o… ,0,10515
 'is like an advert for The Cranberries. They’ve also used ‘Zombie’; ‘I Can’t Be With You’ and ‘Ode… ,0,10516
 she was on the bus reading The Exorcist; Dolores would have been howling.” I love you; the Derry Gi… ,0,10517
"   Also I landed with a fever, cough, and shortness of breath. No screening. CBSA agents had no gloves or masks. We were asked to declare if we came from a hot zone and sent on our way.",1,10518
"  I liked it and thought it was better than the first. I had chills, shivers, tingles you name it while watching and listening to the haunting music.",0,10519
acid reflux and shortness of breath kickin’ in.,0,10520
What about your sense of taste and smell. Apparently this Is the deciding factor between Covid and other symptoms ,1,10521
"_keesmaat  In fact, those with masks are protecting others more than themselves. If they cough, they do it on themselves, not others. They also don’t touch their face nearly as much.",0,10522
Today’s shout-out is to all of our  teachers! They’re all working so hard to keep our kids learning duri…,0,10523
Today’s shout-out is to all of our  teachers! They’re all working so hard to keep our kids learning… ,0,10524
We're not pandemic fatigued. We're being forced to go back to work because the feelings of entitlement that come wi… ,0,10525
I’ve had a headache for over a week now and I’ve been sleeping a lot more. What is happening,1,10526
 Low key maybe check with a doctor? Coming from someone who also has daily headaches and migraines,0,10527
Well I'm sick. Sore throat; cough and chest aches and all I want to do is sleep.,1,10528
 I’ll raise you an imagine if you couldn’t employ or be employed because some seasonal flu caught bieber fever.,0,10529
Spring weather and cabin fever are bringing yxe residents outside in droves at a time when physical distancing is esse…,0,10530
Wholy spring fever today lovingtgesun,0,10531
We are rocking -50 C windchills in yqr <U+0001F32C><U+FE0F>   has your skweather. PLUS:  <U+0001F469><U+200D><U+0001F373>7:20 - cold weather Com… ,0,10532
  I didn't realize this until recently because I've separated myself from toxic wrestlin… ,0,10533
 I don't even recall this match; I was probably drunk in your basement.,0,10534
Can’t wait to cough on my homies ,0,10535
  I pray for you that SOMEONE sneezes and coughs on Trump,0,10536
UPDATE: The restaurant – which is located on the former site of the Balgonie Diner – will be torn down Sunday evening sai…,0,10537
_Fever Now I want to write a Liam/Cordell/Hoyt fic.,0,10538
_Fever I hope so. But first I want to write my Cordell/JA fic where JA character has proof Emily wasn't the… ,0,10539
_Fever Hoyt: Come on Cordell we both know that you can work that pole <U+0001F60F> Liam: You are not going to see my Co… ,0,10540
_Fever I will,0,10541
Set up is starting. I want to vomit. But I won’t because I’m super healthy and almost 2 weeks post-vaccine and not a walking plague rat like the rally attendees later today. ,0,10542
ANNE’S IN LOVE WITH GILBERT BLYTHE YOU HEARD IT HERE FIRST FOLKS ITS NOT A FEVER DREAM ITS REAL HSIZJENEJDNENSN,0,10543
"Rudy got the intranasal kennel cough vaccine about a week ago, he’s been reverse sneezing the last couple days is this normal? We usually go with the needle but our boarding facility recommends this method. He’s booked to be boarded on Thursday this week.",0,10544
  Must be some great vomit! ,0,10545
“ I ain’t afraid of god I’m with the vomit squad”  - me screaming “fuck salt” from outside the mosh pit   h…,0,10546
Expecting a slow death from headache due to all the fucking clorox wipes being used on everything in this poorly ventilated office.,0,10547
"Veterinarians and veterinary technologists struggling with compassion fatigue and burnout need to care for themselves to be able to provide the best care for their patients and clients.  
worldmentalhealthday notonemorevet vetsmentalhealth ",0,10548
  Lol he was out there to hand out headaches,0,10549
:/   dis gives me chills ffs ,0,10550
WATCH: The vast majority of Sask's judges and justices are white. A Métis judge says diversity adds value to the judicia…,0,10551
WATCH: Many Sask First Nations residents are travelling hours to get coronavirus treatment - via __bell. READ M…,0,10552
A couple of storms in the Province have the high chance of producing a tornado.   Please stay inside and be safe; don't go ou…,0,10553
This is the storm with the biggest concern right now.   skwx skstorm ,0,10554
WATCH: Dalmeny family working hard to bring escaped bison home - via . READ MORE:  sas…,0,10555
WATCH: When Chad Jacobsen was hired as the _Rattlers head coach in January; he had no way of knowing just how unusua…,0,10556
Very colourful Lucky Lake Rink Land harvest right outside our door  today! harvest2020 canola oneofeverycolour JohnDeere Case NewHolland communitysupport LuckyLake Sask ,0,10557
This gave me chills. Italy's lessons on what not to do in a pandemic. In Saskatchewan; with the exception of social… ,0,10558
Be the 13th man; except not literally (*cough* 2009) as we all know! ,0,10559
 Her fever is down today atleast,1,10560
if i see one more instagram challenge; i’m gonna throw up,0,10561
Fart? You mean anal cough?,0,10562
This planet’s people give me a headache.,0,10563
 Happy birthday!!  Just started watching DerryGirls absolutely loved every episode so far!!,0,10564
 Funny how people from a country whose leader (cough) has priorities to fire missiles in the Sea of China while ignoring govs begging for help are critical of a country that can't treat it's people because medications are being blocked by the same missile firing maniac.,0,10565
_medicine       … ,0,10566
So my physical health is at an all time low. All week has been pain; nausea and fatigue out of nowhere. I'm currently crum…,1,10567
_medicine         _W…,0,10568
Jack alitupa _ Twitter jail and the timeline is great again.,0,10569
Hey  This video would be perfect for SSS! Love spongebob but this gave me the chills <U+0001F914>  ,0,10570
drinking and abusing cough suppressants in dorm rooms ,0,10571
The term Quibi will now be used to describe things that lasted less than a year. Humpdashian... Quibi Raptors Kawhi… ,0,10572
Going to be a stormy day tomorrow... my headache has begun. sigh skstorm sask,0,10573
CALL ME BY YOUR NAME VAI PRA NETFLIX EM FEVEREIROOOOOOO ,0,10574
"You may be experiencing election fatigue, but don't forget to vote in Saskatoon's municipal election on the 9th if you missed advance polls! 

yxe saskatoon",0,10575
 Or if they maybe have a touch of postpartum depression *cough cough* aka check in on us,0,10576
Hi everyone. Thank you all for your concern I am feeling better today and my fever has gone down. Still I will be c… ,1,10577
 Not quite. I have severe generalized anxiety though; mixed with constant fatigue; so I sometimes tak… ,0,10578
_News  This movie has always giving me chills right down to the bone. I'm hoping the remake will have a similar effect.,0,10579
For the love of everything that is holy. WASH YO HANDS. COVER YO COUGHS. STAY HOME WHEN YOU SICK. DON’T BE AN IDIOT.,0,10580
I've been dreaming about this stallion alot lately and its odd<U+0001F914> Bc he doesn't talk; He  just chills; Weird dreams indeed...<U+2661>,0,10581
_Fever I hope Hoyt asks Cordell to help him put on the glitter and Liam glares at him <U+0001F60F>,0,10582
My podcast  that I host with my good friend  now has its own twitter handle!  Why not give us a follow?,0,10583
The main thing the NSA are listening for now is people coughing,0,10584
These two have been WILD THINGS lately<U+203C><U+FE0F> colts boyswillbeboys talmek pelmacstables springfever warmbloods… ,0,10585
TIL that these are a real thing and not the Lovecraftian product of a fevered imagination. ,0,10586
Today; man. We have a bird who sprayed blood all over the bathroom; a child hacking up a lung; and now a child vomiting. Suuuper.,1,10587
 Please don't spread hoaxes like a virus. Cover your memes when you cough. Natural News is a fake site.,0,10588
